,price,adress,Комнат,Площадь,Кухня,Этаж,Ремонт,Тип сделки,Количество балконов,Мусоропровод,Год постройки,Материал стен,Серия дома,Количество этажей,Лифт,Тип перекрытий,Тип фундамента,Горячее водоснабжение,Количество квартир,Холодное водоснабжение,Теплоснабжение,Энергоснабжение,Водоотведение,Балкон,Детская площадка,Год ввода в эксплуатацию,Класс энергоэффективности,Количество подъездов,Количество лифтов,Жилая,Высота потолков,Грузовой лифт,Газ,Лет в собственности,Вид из окон,Вентиляция,Количество собственников,Несовершеннолетние собственники,Прописанные несовершеннолетние,Перепланировка,Спортивная площадка,Санузел,Наименьшее количество этажей,Площадь парковки,latitude,longitude
365,2650000.0,"Владивосток, Снеговая улица, 125",1.0,16.6,5.0,6.0,1,Свободная продажа,,есть,1986.0,Панельный,И-III-3,9.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.138096250000004,131.97620284981687
366,11000000.0,"Владивосток, Магнитогорская улица, 28",3.0,85.0,,6.0,1,,1.0,есть,1976.0,Кирпичный,,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,D,,,,,,,,,,,,,,,,,,43.178520250000005,131.91327914530802
367,25000000.0,"Владивосток, улица Прапорщика Комарова, 45",3.0,101.9,,9.0,1,Свободная продажа,,есть,2012.0,Монолитный,,14.0,1.0,Железобетонный,,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,Центральное,,,0,,,,,,,,нет,нет,,,,,,,,,,,,43.1212679,131.893196955779
368,8700000.0,"Владивосток, Сочинская улица, 15",1.0,43.4,15.0,4.0,1,Свободная продажа,1.0,,2017.0,Монолитный,,19.0,1.0,Железобетонный,Иной,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.0814132,131.9596222
369,3750000.0,"Владивосток, Липовая улица, 2",,23.4,5.0,5.0,1,,,есть,1973.0,Панельный,,9.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,396.0,,,,,0,,,,,,,,,,,,,,,,,,,,,43.09605,131.8968723065593
370,21860000.0,"Владивосток, Партизанский проспект, 45в",3.0,68.8,12.0,9.0,0,,1.0,,2021.0,Монолитный,,25.0,,Железобетонный,,,,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.1293913,131.90486666444906
371,7800000.0,"Владивосток, Авиаторов улица, 11а",3.0,74.6,,4.0,0,,1.0,,2018.0,Панельный,,4.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.206369949999996,131.944753908479
372,7850000.0,"Владивосток, Адмиралтейский, улица Анны Щетининой, 12",2.0,38.0,5.0,15.0,1,Свободная продажа,1.0,,2023.0,Монолитный,,24.0,,Железобетонный,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
373,7900000.0,"Владивосток, улица Нестерова, 1",,,,,0,,,,2021.0,Монолитно-кирпичный,,25.0,,Железобетонный,,Поквартирный котел,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.100162,131.946842
374,5100000.0,"Владивосток, Чистый Квартал, Русская улица, 63л",1.0,36.7,8.2,10.0,0,Свободная продажа,1.0,,,Панельный,,10.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
375,3750000.0,"Владивосток, Луговая улица, 68",,,,,0,,,есть,1981.0,Панельный,П-55,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.13282355,131.94753630881388
376,5800000.0,"Владивосток, улица Гамарника, 9",,,,,1,,,есть,1973.0,Панельный,1-515-9,9.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.159408150000004,131.92075003235513
377,7000000.0,"Владивосток, улица Грибоедова, 46а",1.0,38.9,1.0,4.0,0,,1.0,,2022.0,Монолитный,,22.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1198395,131.9112378
378,4990000.0,"Владивосток, Русская улица, 98",1.0,35.9,,3.0,1,Свободная продажа,,есть,1985.0,Панельный,1-панельный,9.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,D,,,30 м2,,,,Больше пяти,,,2.0,нет,,,,,,,43.17647425,131.9436439449807
379,11900000.0,"Владивосток, проспект Красного Знамени, 160а",2.0,53.3,7.6,1.0,1,,1.0,,2019.0,Монолитный,,24.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1203675,131.93121880348838
380,6400000.0,"Владивосток, улица Толстого, 29",2.0,56.1,10.0,1.0,1,,1.0,есть,1986.0,Панельный,1-панельный,9.0,1.0,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1232944,131.91023097070612
381,6500000.0,"Владивосток, улица Адмирала Горшкова, 38",1.0,35.7,10.0,1.0,1,,1.0,есть,2010.0,Смешанные,,10.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.16604985,131.9541044064111
382,11000000.0,"Владивосток, улица Давыдова, 35",,,,,1,,,есть,2001.0,Кирпичный,89152-к примогражданпроект,12.0,1.0,Железобетонный,Ленточный,,,,,,,0,,,B+,,,,,,,,,,,,,,,,,,43.1758235,131.92543638204492
383,5790000.0,"Владивосток, улица Адмирала Горшкова, 52к",1.0,37.6,5.0,2.0,0,Свободная продажа,,,2023.0,Монолитный,,25.0,,Железобетонный,,,220.0,,,,,0,,,,,,32 м2,,,,,,,,,,,,,,,43.167814449999995,131.96586772546414
384,9300000.0,"Владивосток, улица Толстого, 48",2.0,51.9,8.0,2.0,1,,1.0,есть,1981.0,Панельный,,9.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.1229241,131.9168412617033
385,4450000.0,"Владивосток, улица Нейбута, 135",,26.4,1.0,1.0,0,,1.0,,,,,25.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.114587349999994,131.9715006309379
386,8500000.0,"Владивосток, Пушкинская улица, 50",3.0,55.3,,5.0,1,,1.0,,1967.0,Кирпичный,,5.0,,Смешанный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,Центральное,0,,,,,,,,,,,,,,,,,,,,,43.114018099999996,131.9132826292958
387,12000000.0,"Владивосток, Шилкинская улица, 21",4.0,83.7,8.6,2.0,1,,1.0,есть,1989.0,Панельный,,9.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.11869445,131.93082292182473
388,12500000.0,"Владивосток, улица Сипягина, 26",,,,,0,,,есть,1984.0,Панельный,1-панельный,9.0,1.0,Железобетонный,Иной,,1080.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.094198000000006,131.85877983664193
389,7500000.0,"Владивосток, Ласточкино Гнездо, Кипарисовая улица, 2",3.0,58.7,9.0,3.0,1,,1.0,есть,1994.0,Панельный,П-3,10.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
390,6100000.0,"Владивосток, улица Героев Хасана, 34",,,,,0,,,,1956.0,Блочный,,3.0,,Железобетонный,Ленточный,,,Центральное,Центральное,Центральное,,1,,,,,,,,,,,,Вытяжная,,,,,,,,,43.09790755,131.95058575700403
391,14900000.0,"Владивосток, улица Московская, 1",,,,,0,,,,2000.0,Кирпичный,v-кирпичный,15.0,1.0,Железобетонный,Сплошной,Центральное,124.0,,,,,1,,,,,,,,,,,,,,,,,,,,,43.125537,131.89385086210967
392,16500000.0,"Владивосток, Партизанский проспект, 52",,,,,0,,,,2006.0,Кирпичный,,14.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,Центральное,Центральное,1,,,,,,,,,,,,,,,,,,,,,43.1285845,131.90612844994126
393,5000000.0,"Владивосток, улица Сабанеева, 16в",,20.1,5.6,6.0,0,,1.0,есть,2017.0,Монолитный,II-01,24.0,1.0,Железобетонный,Ленточный,Закрытая с приготовлением горячей воды на ЦТП,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.12880895,131.9511256092946
394,9000000.0,"Владивосток, улица Борисенко, 100Б",3.0,67.0,12.5,2.0,1,,1.0,есть,1992.0,Панельный,111-83,10.0,1.0,Железобетонный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,C,,,,,,,,,,,,,,,,,,43.084315000000004,131.96688782082612
395,5900000.0,"Владивосток, улица Терешковой, 15",1.0,31.3,6.0,4.0,1,,1.0,,1976.0,Панельный,1-515-9,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,1,,,,,,,,,,,,,,,,,,,,,43.094851500000004,131.91678730647465
396,5500000.0,"Владивосток, Спортивная улица, 2",1.0,31.3,6.2,4.0,1,,,,1958.0,Кирпичный,v-кирпичный,4.0,,Железобетонный,Иной,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.1069004,131.9387916
397,8200000.0,"Владивосток, Иртышская улица, 4",2.0,41.9,7.0,2.0,1,Свободная продажа,1.0,,1953.0,Кирпичный,1-513,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.16260235,131.9186881932817
398,6800000.0,"Приморскийкрай, Владивосток, улица Нахимова, 5",2.0,43.0,,3.0,1,,1.0,,1973.0,Кирпичный,II-34,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,,
399,5800000.0,"Владивосток, Находкинская улица, 9дк",2.0,46.6,8.0,4.0,0,,1.0,,,Блочный,,4.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
400,4100000.0,"Владивосток, Нижнепортовая улица, 6г",,26.0,,8.0,1,Свободная продажа,,,2006.0,Монолитный,,7.0,,Железобетонный,,Центральное,,,,,,0,,,,,,23 м2,,нет,нет,,,,,,,,,,,,43.0992007,131.8644681
401,22500000.0,"Владивосток, Очаковская улица, 7",3.0,72.6,23.0,14.0,1,,1.0,,2018.0,Монолитный,,25.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.101535,131.900501
402,10000000.0,"Владивосток, улица Нейбута, 139",3.0,75.4,5.0,6.0,1,,1.0,,2018.0,Монолитный,,10.0,,Железобетонный,,Центральное,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1189565,131.9684815
403,6650000.0,"Владивосток, улица Лесная, 3д",1.0,31.6,5.0,2.0,0,Альтернатива,1.0,,,Кирпичный,,3.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1837352,131.92520064584687
404,8600000.0,"Владивосток, проспект Красного Знамени, 160а",2.0,46.0,,5.0,0,Свободная продажа,1.0,,2019.0,Монолитный,,24.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1203675,131.93121880348838
405,25000000.0,"Владивосток, Феодосийская улица, 35",4.0,104.0,30.0,22.0,1,Альтернатива,,,2020.0,Кирпичный,,24.0,,Железобетонный,,Поквартирный котел,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.086846800000004,131.9613083997826
406,6100000.0,"Владивосток, Аллилуева улица, 6",1.0,32.7,7.0,9.0,1,,1.0,есть,1984.0,Панельный,,12.0,,Железобетонный,,Центральное,,,,,,1,,,,,,,,,есть,,,,,,,,,,,,43.12551685,131.9265942
407,17000000.0,"Владивосток, улица Жигура, 12а",3.0,79.8,10.0,14.0,1,,1.0,есть,2016.0,Монолитный,01-пз индивидуальный проект,24.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.1274797,131.92374176525038
408,10000000.0,"Владивосток, улица Вилкова, 5",6.0,93.2,5.2,1.0,1,Альтернатива,1.0,,1969.0,Панельный,1-панельный,6.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,,,0,,,,,,,,,,,,,,,,,,,,,43.1004632,131.9292845
409,9300000.0,"Владивосток, Некрасовская улица, 76",3.0,61.0,,1.0,1,Альтернатива,1.0,есть,1978.0,Панельный,81,9.0,1.0,Железобетонный,Сборный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,,,,,0,,,,,,,,,,,,,,,,,,,,,43.1262146,131.9114071
410,6600000.0,"Владивосток, улица Глинки, 10",2.0,43.5,6.0,3.0,1,,1.0,есть,1971.0,Кирпичный,,9.0,1.0,Железобетонный,Ленточный,,52.0,,,,,0,,,D,,,,,,,,,,,,,,,,,,43.21760255,131.9536234472022
411,7500000.0,"Владивосток, улица Овчинникова, 24",2.0,45.4,9.0,4.0,1,,1.0,,1961.0,Панельный,II-32,5.0,,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,40.0,Центральное,,,,1,,,,,,,,,,,,,,,,,,,,,43.154676699999996,131.90855013020825
412,13600000.0,"Владивосток, проспект Красного Знамени, 121ст",3.0,67.3,8.0,1.0,1,,1.0,,,Панельный,,9.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
413,8700000.0,"Владивосток, улица Адмирала Горшкова, 57",2.0,42.0,12.0,5.0,1,,1.0,,2021.0,Панельный,,10.0,1.0,Железобетонный,,Центральное,,,,,,1,,,,,,,,,,,,,,,,,,,,,43.16793685,131.95477406254864
414,7950000.0,"Владивосток, улица Ильичёва, 11",2.0,43.9,,7.0,1,Свободная продажа,,есть,1967.0,Кирпичный,II-29,9.0,1.0,Железобетонный,Сборный,,54.0,,,,,0,,,,,,,,нет,нет,,,,,,,,,,,,43.1470437,131.90883739999998
415,18600000.0,"Владивосток, Некрасовская улица, 48а",,,,,0,,,есть,2002.0,Кирпичный,,15.0,1.0,Железобетонный,Ленточный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,,,,0,,,,,,,,,,,,,,,,,,,,,43.1204185,131.9072189106763
416,9900000.0,"Владивосток, улица Сипягина, 26",3.0,69.2,9.0,1.0,1,,1.0,есть,1984.0,Панельный,1-панельный,9.0,1.0,Железобетонный,Иной,,1080.0,,,,,1,,,,,1.0,,,,,,,,,,,,,,,,43.094198000000006,131.85877983664193
417,13181000.0,"Владивосток, улица Прапорщика Комарова, 52",2.0,36.7,8.0,2.0,1,Свободная продажа,,,1960.0,Кирпичный,,5.0,,Смешанный,,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,,Центральное,Центральное,Центральное,,0,,,,,,,,,,,,Приточно-вытяжная,,,,,,,,,43.12054139999999,131.89367415047582
418,2650000.0,"Владивосток, улица Адмирала Корнилова, 12",1.0,12.2,,1.0,1,,,,1970.0,Кирпичный,II-14,5.0,,Железобетонный,Ленточный,,,Центральное,Центральное,,,0,,,C,,,,,,,,,,,,,,,,,,,
419,8200000.0,"Владивосток, улица Давыдова, 35",1.0,44.5,10.0,5.0,1,,1.0,есть,2001.0,Кирпичный,89152-к примогражданпроект,12.0,1.0,Железобетонный,Ленточный,,,,,,,1,,,B+,,,,,,,,,,,,,,,,,,43.1758235,131.92543638204492
